0	32577	 0  0  0  0 
1	32578	 0  0  0  0 
2	32579	 0  0  0  0 
3	32580	 0  0  0  0 
4	32669	 0  0  0  0 
5	32670	 0  0  0  0 
6	32671	 0  0  0  0 
7	32672	 0  0  0  0 
8	32677	 0  0  0  0 
9	35381	 0  0  0  0 
10	35382	 0  0  0  0 
11	35383	 0  0  0  0 
12	35384	 0  0  0  0 
13	39433	 0  0  0  0 
14	39434	 0  0  0  0 
15	39435	 0  0  0  0 
16	39436	 0  0  0  0 
17	39449	 0  0  0  0 
18	39450	 0  0  0  0 
19	39451	 0  0  0  0 
20	39452	 0  0  0  0 
21	39465	 0  0  0  0 
22	39466	 0  0  0  0 
23	39467	 0  0  0  0 
24	39468	 0  0  0  0 
25	39481	 0  0  0  0 
26	39482	 0  0  0  0 
27	39483	 0  0  0  0 
28	39484	 0  0  0  0 
29	39497	 0  0  0  0 
30	39498	 0  0  0  0 
31	39499	 0  0  0  0 
32	39500	 0  0  0  0 
33	39513	 0  0  0  0 
34	39514	 0  0  0  0 
35	39515	 0  0  0  0 
36	39516	 0  0  0  0 
37	39529	 0  0  0  0 
38	39530	 0  0  0  0 
39	39531	 0  0  0  0 
40	39532	 0  0  0  0 
41	39545	 0  0  0  0 
42	39546	 0  0  0  0 
43	39547	 0  0  0  0 
44	39548	 0  0  0  0 
45	39561	 0  0  0  0 
46	39562	 0  0  0  0 
47	39563	 0  0  0  0 
48	39564	 0  0  0  0 
49	35330	 0  0  0  1 
50	35331	 0  0  0  1 
51	35332	 0  0  0  1 
52	35385	 0  0  0  1 
53	35386	 0  0  0  1 
54	35387	 0  0  0  1 
55	35388	 0  0  0  1 
56	39425	 0  0  0  1 
57	39426	 0  0  0  1 
58	39427	 0  0  0  1 
59	39428	 0  0  0  1 
60	39441	 0  0  0  1 
61	39442	 0  0  0  1 
62	39443	 0  0  0  1 
63	39444	 0  0  0  1 
64	39457	 0  0  0  1 
65	39458	 0  0  0  1 
66	39459	 0  0  0  1 
67	39460	 0  0  0  1 
68	39473	 0  0  0  1 
69	39474	 0  0  0  1 
70	39475	 0  0  0  1 
71	39476	 0  0  0  1 
72	39489	 0  0  0  1 
73	39490	 0  0  0  1 
74	39491	 0  0  0  1 
75	39492	 0  0  0  1 
76	39505	 0  0  0  1 
77	39506	 0  0  0  1 
78	39507	 0  0  0  1 
79	39508	 0  0  0  1 
80	39521	 0  0  0  1 
81	39522	 0  0  0  1 
82	39523	 0  0  0  1 
83	39524	 0  0  0  1 
84	39537	 0  0  0  1 
85	39538	 0  0  0  1 
86	39539	 0  0  0  1 
87	39540	 0  0  0  1 
88	39553	 0  0  0  1 
89	39554	 0  0  0  1 
90	39555	 0  0  0  1 
91	39556	 0  0  0  1 
92	39569	 0  0  0  1 
93	39570	 0  0  0  1 
94	39571	 0  0  0  1 
95	39572	 0  0  0  1 
96	39429	 0  0  0  3 
97	39430	 0  0  0  3 
98	39431	 0  0  0  3 
99	39432	 0  0  0  3 
100	35333	 0  0  0  4 
101	35334	 0  0  0  4 
102	39437	 0  0  0  4 
103	39438	 0  0  0  4 
104	39439	 0  0  0  4 
105	39440	 0  0  0  4 
106	35357	 0  0  0  5 
107	35335	 0  0  0  6 
108	35336	 0  0  0  6 
109	35337	 0  0  0  6 
110	35338	 0  0  0  6 
111	35339	 0  0  0  6 
112	35340	 0  0  0  6 
113	35341	 0  0  0  6 
114	35342	 0  0  0  6 
115	35343	 0  0  0  6 
116	35344	 0  0  0  6 
117	35345	 0  0  0  6 
118	35346	 0  0  0  6 
119	35347	 0  0  0  6 
120	35348	 0  0  0  6 
121	35349	 0  0  0  6 
122	35350	 0  0  0  6 
123	35351	 0  0  0  6 
124	35352	 0  0  0  6 
125	35353	 0  0  0  7 
126	35354	 0  0  0  7 
127	35355	 0  0  0  7 
128	35356	 0  0  0  7 
129	39445	 0  0  0  7 
130	39446	 0  0  0  7 
131	39447	 0  0  0  7 
132	39448	 0  0  0  7 
133	39453	 0  0  0  8 
134	39454	 0  0  0  8 
135	39455	 0  0  0  8 
136	39456	 0  0  0  8 
137	39605	 0  0  0  9 
138	39606	 0  0  0  9 
139	39607	 0  0  0  9 
140	39608	 0  0  0  9 
141	39597	 0  0  0  a 
142	39598	 0  0  0  a 
143	39599	 0  0  0  a 
144	39600	 0  0  0  a 
145	1780	 0  0  0  b 
146	39461	 0  0  0  b 
147	39462	 0  0  0  b 
148	39463	 0  0  0  b 
149	39464	 0  0  0  b 
150	1926	 0  0  0  c 
151	35378	 0  0  0  c 
152	35379	 0  0  0  c 
153	35380	 0  0  0  c 
154	39469	 0  0  0  c 
155	39470	 0  0  0  c 
156	39471	 0  0  0  c 
157	39472	 0  0  0  c 
158	35377	 0  0  0  d 
159	39589	 0  0  0  d 
160	39590	 0  0  0  d 
161	39591	 0  0  0  d 
162	39592	 0  0  0  d 
163	39754	 0  0  0  d 
164	39756	 0  0  0  d 
165	39770	 0  0  0  d 
166	39772	 0  0  0  d 
167	39786	 0  0  0  d 
168	39788	 0  0  0  d 
169	39802	 0  0  0  d 
170	39804	 0  0  0  d 
171	39818	 0  0  0  d 
172	39820	 0  0  0  d 
173	39581	 0  0  0  e 
174	39582	 0  0  0  e 
175	39583	 0  0  0  e 
176	39584	 0  0  0  e 
177	39477	 0  0  0  f 
178	39478	 0  0  0  f 
179	39479	 0  0  0  f 
180	39480	 0  0  0  f 
181	39485	 0  0  0 10 
182	39486	 0  0  0 10 
183	39487	 0  0  0 10 
184	39488	 0  0  0 10 
185	39637	 0  0  0 11 
186	39638	 0  0  0 11 
187	39639	 0  0  0 11 
188	39640	 0  0  0 11 
189	39629	 0  0  0 12 
190	39630	 0  0  0 12 
191	39631	 0  0  0 12 
192	39632	 0  0  0 12 
193	35401	 0  0  0 13 
194	35402	 0  0  0 13 
195	35403	 0  0  0 13 
196	35404	 0  0  0 13 
197	39493	 0  0  0 13 
198	39494	 0  0  0 13 
199	39495	 0  0  0 13 
200	39496	 0  0  0 13 
201	39501	 0  0  0 14 
202	39502	 0  0  0 14 
203	39503	 0  0  0 14 
204	39504	 0  0  0 14 
205	39621	 0  0  0 15 
206	39622	 0  0  0 15 
207	39623	 0  0  0 15 
208	39624	 0  0  0 15 
209	35397	 0  0  0 16 
210	35398	 0  0  0 16 
211	35399	 0  0  0 16 
212	35400	 0  0  0 16 
213	39613	 0  0  0 16 
214	39614	 0  0  0 16 
215	39615	 0  0  0 16 
216	39616	 0  0  0 16 
217	39509	 0  0  0 17 
218	39510	 0  0  0 17 
219	39511	 0  0  0 17 
220	39512	 0  0  0 17 
221	1778	 0  0  0 18 
222	1782	 0  0  0 18 
223	39517	 0  0  0 18 
224	39518	 0  0  0 18 
225	39519	 0  0  0 18 
226	39520	 0  0  0 18 
227	1776	 0  0  0 19 
228	39673	 0  0  0 19 
229	39674	 0  0  0 19 
230	39675	 0  0  0 19 
231	39676	 0  0  0 19 
232	39689	 0  0  0 19 
233	39690	 0  0  0 19 
234	39691	 0  0  0 19 
235	39692	 0  0  0 19 
236	39661	 0  0  0 1a 
237	39662	 0  0  0 1a 
238	39663	 0  0  0 1a 
239	39664	 0  0  0 1a 
240	39525	 0  0  0 1b 
241	39526	 0  0  0 1b 
242	39527	 0  0  0 1b 
243	39528	 0  0  0 1b 
244	39533	 0  0  0 1c 
245	39534	 0  0  0 1c 
246	39535	 0  0  0 1c 
247	39536	 0  0  0 1c 
248	35359	 0  0  0 1d 
249	35373	 0  0  0 1d 
250	35374	 0  0  0 1d 
251	35375	 0  0  0 1d 
252	35376	 0  0  0 1d 
253	39653	 0  0  0 1d 
254	39654	 0  0  0 1d 
255	39655	 0  0  0 1d 
256	39656	 0  0  0 1d 
257	1773	 0  0  0 1e 
258	39645	 0  0  0 1e 
259	39646	 0  0  0 1e 
260	39647	 0  0  0 1e 
261	39648	 0  0  0 1e 
262	39541	 0  0  0 1f 
263	39542	 0  0  0 1f 
264	39543	 0  0  0 1f 
265	39544	 0  0  0 1f 
266	39549	 0  0  0 20 
267	39550	 0  0  0 20 
268	39551	 0  0  0 20 
269	39552	 0  0  0 20 
270	1759	 0  0  0 21 
271	1762	 0  0  0 22 
272	1768	 0  0  0 23 
273	39557	 0  0  0 23 
274	39558	 0  0  0 23 
275	39559	 0  0  0 23 
276	39560	 0  0  0 23 
277	39565	 0  0  0 24 
278	39566	 0  0  0 24 
279	39567	 0  0  0 24 
280	39568	 0  0  0 24 
281	35499	 0  0  0 25 
282	35500	 0  0  0 25 
283	35501	 0  0  0 26 
284	35502	 0  0  0 26 
285	35503	 0  0  0 26 
286	35504	 0  0  0 26 
287	39578	 0  0  0 26 
288	39580	 0  0  0 26 
289	39593	 0  0  0 26 
290	39594	 0  0  0 26 
291	39595	 0  0  0 26 
292	39596	 0  0  0 26 
293	39609	 0  0  0 26 
294	39610	 0  0  0 26 
295	39611	 0  0  0 26 
296	39612	 0  0  0 26 
297	39625	 0  0  0 26 
298	39626	 0  0  0 26 
